"id:ID",":LABEL","caption","name","incorporationDate","jurisdiction","registrationNumber","address","alephUrl","amount","amountEur","amountUsd","bikCode","bvdId","coatoCode","caemCode","capital","classification","country","mainCountry","currency","dunsCode","description","dissolutionDate","email","fssCode","fnsCode","icijId","idNumber","innCode","ipoCode","irsCode","jibCode","kppCode","keywords","legalForm","mbsCode","modifiedAt","notes","ogrnCode","okopfCode","okpoCode","oksmCode","okvedCode","opencorporatesUrl","alias","pfrNumber","phone","previousName","program","publisher","publisherUrl","retrievedAt","cikCode","swiftBic","sector","sourceUrl","status","summary","taxNumber","taxStatus","topics","vatCode","voenCode","weakAlias","website","wikidataId","wikipediaUrl","ibcRuc"
"entity:54433b55d4ed42609f1da358666e5e916ea57c32","Value;Organization;Company;Thing;LegalEntity;Asset","Erzherzog Johann Weine Ehrenhausen - Klöch Weinkeller- und Handels GmbH","Erzherzog Johann Weine Ehrenhausen - Klöch Weinkeller- und Handels GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=034288z","","",""
"entity:545c148a5623b4bc2d7e82ef87c77712a474fd4c","Value;Organization;Company;Thing;LegalEntity;Asset","ALEKTO Holding GmbH in Liquidation","ALEKTO Holding GmbH in Liquidation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:547b60b5b533d48bb5271047e5fb7700e9241da4","Value;Organization;Company;Thing;LegalEntity;Asset","Kompostieranlage St. Veit/Glan Gesellschaft m.b.H.","Kompostieranlage St. Veit/Glan Gesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=056795y","","",""
"entity:547cbae3df76062b0367ff833bb3a30d9ebc77e1","Value;Organization;Company;Thing;LegalEntity;Asset","UNIQA Leasing GmbH","UNIQA Leasing GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=226092p","","",""
"entity:54a0f3abfa332904b05475ccbb54d5c82d9e2acd","Value;Organization;Company;Thing;LegalEntity;Asset","Windpark Zagersdorf GmbH","Windpark Zagersdorf GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=434397w","","",""
"entity:54afb28eb865231fe9149f0a0acc50967358033d","Value;Organization;Company;Thing;LegalEntity;Asset","DIH SÜD GmbH","DIH SÜD GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=559722x","","",""
"entity:54b2f31179ac39255589eddc270f7652b8b86d92","Value;Organization;Company;Thing;LegalEntity;Asset","KEYSTONE-SDA-ATS AG","KEYSTONE-SDA-ATS AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:54b6ac3fc6bdef8c78c020c540f5b1e941bc6e44","Value;Organization;Company;Thing;LegalEntity;Asset","Franz Dim GmbH","Franz Dim GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.dim.at/","","",""
"entity:54c1e6f32c9986eed8c9b330f9f37c9e04804d79","Value;Organization;Company;Thing;LegalEntity;Asset","Schilift-Zentrum-Gerlos GmbH.","Schilift-Zentrum-Gerlos GmbH.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:54c5c59e3280de655f7513fc6711bca662ee82ff","Value;Organization;Company;Thing;LegalEntity;Asset","Wachau Kultur Melk GmbH","Wachau Kultur Melk GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=325108a","","",""
"entity:54dd9af21786ca24f939488c93de473aa4d95c39","Value;Organization;Company;Thing;LegalEntity;Asset","vita consors GmbH","vita consors GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://knipsar.at/","","",""
"entity:54e19077e1e448828b05ea16b4d3dcdb40745806","Value;Organization;Company;Thing;LegalEntity;Asset","Sanatorium Kettenbrücke der Barmherzigen Schwestern GmbH","Sanatorium Kettenbrücke der Barmherzigen Schwestern GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sanatorium-kettenbruecke.at/","","",""
"entity:54f0e12e0f02583346fa53776c833ce7eff28ec3","Value;Organization;Company;Thing;LegalEntity;Asset","EUROFOX GmbH","EUROFOX GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=122145a","","",""
"entity:5503edf9dedd6935fb07afbb82a60ca9cac8164b","Value;Organization;Company;Thing;LegalEntity;Asset","Erste Asset Management GmbH","Erste Asset Management GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=102018b","","",""
"entity:5516da4dc94dc0739a534f7f5d375a65f705f5e1","Value;Organization;Company;Thing;LegalEntity;Asset","Kraftwerkerrichtungs und -betriebs GmbH","Kraftwerkerrichtungs und -betriebs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=274657h","","",""
"entity:5522dcaeb466ef89f1bc0411bafbd6e693b87f18","Value;Organization;Company;Thing;LegalEntity;Asset","Fidelitus GmbH","Fidelitus GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5531368e75f519174bdfb4e07111881c3327350f","Value;Organization;Company;Thing;LegalEntity;Asset","Haftungsverbund GmbH","Haftungsverbund GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=315373i","","",""
"entity:554c43a195a29d32687bde2fd96f441a753a2b81","Value;Organization;Company;Thing;LegalEntity;Asset","Hannes Langthaler OG","Hannes Langthaler OG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=432785z","","",""
"entity:558f9ad990fe4086ab8253e6630fe6482deccc9e","Value;Organization;Company;Thing;LegalEntity;Asset","Goldegger Golf- und Freizeitanlagen Gesellschaft m.b.H. & Co. KG.","Goldegger Golf- und Freizeitanlagen Gesellschaft m.b.H. & Co. KG.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=028165w","","",""
"entity:55a18bb4bff7063dddd2b52bc71e79f627e94dc6","Value;Organization;Company;Thing;LegalEntity;Asset","Josef Schellhorn Gesellschaft m.b.H.","Josef Schellhorn Gesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://m32.at/","","",""
"entity:55c0c8d50a6feabffd6e91e8fd85cdce62997431","Value;Organization;Company;Thing;LegalEntity;Asset","AUSTRIA FILM UND VIDEO GMBH","AUSTRIA FILM UND VIDEO GMBH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:56234f736e99da18b98fd7487b452b2a5a873de9","Value;Organization;Company;Thing;LegalEntity;Asset","Berger Privatstiftung","Berger Privatstiftung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5661e785b2ebe4d5417520b95cadf78978a5d41b","Value;Organization;Company;Thing;LegalEntity;Asset","Radio Osttirol GesmbH","Radio Osttirol GesmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=161702y","","",""
"entity:566b5d9791b7d2cf99aab9eede3d0091fd3e19c7","Value;Organization;Company;Thing;LegalEntity;Asset","Raiffeisen-Lagerhaus Zwettl eGen","Raiffeisen-Lagerhaus Zwettl eGen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:568018be9448af876def1e3d43d2be00324c8644","Value;Organization;Company;Thing;LegalEntity;Asset","Miba Bearings Holding GmbH","Miba Bearings Holding GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=104741g","","",""
"entity:569190bcc042b6160e9b65e239af6c9eae0d2732","Value;Organization;Company;Thing;LegalEntity;Asset","HALLAG Kommunal GmbH","HALLAG Kommunal GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hall.ag/; https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=147261k","","",""
"entity:569bfc1856518888a2e1e55476183e933fa3a0bb","Value;Organization;Company;Thing;LegalEntity;Asset","Projekt BM2 der CREM FM GmbH & Co KG","Projekt BM2 der CREM FM GmbH & Co KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:56b5f1e8dd8902a2e74605bf9d52f74503d73855","Value;Organization;Company;Thing;LegalEntity;Asset","Gerald Petschka Palettenvertrieb Gesellschaft m.b.H. & Co KG","Gerald Petschka Palettenvertrieb Gesellschaft m.b.H. & Co KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:56c4e8a2b8513824e643dc3ce4ae1822ebe44419","Value;Organization;Company;Thing;LegalEntity;Asset","JetStream England Ltd.","JetStream England Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:56f6a87ca72a06a29a85288acbf2c7d7793c4854","Value;Organization;Company;Thing;LegalEntity;Asset","ENERGIEALLIANZ Austria GmbH","ENERGIEALLIANZ Austria GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=211838b","","",""
"entity:57007c39813c872df790facc62f35820324d8461","Value;Organization;Company;Thing;LegalEntity;Asset","Verband der Einforstungsgenossenschaften eGen","Verband der Einforstungsgenossenschaften eGen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://members.aon.at/einforstung/","","",""
"entity:57007c5ad31f3facc1decbe36a4564c36bf77dea","Value;Organization;Company;Thing;LegalEntity;Asset","Merkur Beteiligungs GmbH","Merkur Beteiligungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=328344i","","",""
"entity:572865c9f3de9dbffb613172d9b7a557a994689d","Value;Organization;Company;Thing;LegalEntity;Asset","Collini Beteiligungs- und Verwaltungsgesellschaft m.b.H.","Collini Beteiligungs- und Verwaltungsgesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=064470i","","",""
"entity:5745892c76c9c513ceb985938f02c76adf65fba7","Value;Organization;Company;Thing;LegalEntity;Asset","ÖBB-Werbecenter GmbH","ÖBB-Werbecenter GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:574aaae3da2322cab347293612a2b8655066d335","Value;Organization;Company;Thing;LegalEntity;Asset","TAMAK Holding AG","TAMAK Holding AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.isorocholding.at/","","",""
"entity:5757cbcd24016774d63a59fd54613d5f39c7749e","Value;Organization;Company;Thing;LegalEntity;Asset","PYROR Privatstiftung","PYROR Privatstiftung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
